	Income	Response	Kids	Expenses	TotalAcceptedCmp	NumTotalPurchases	Age	Days_Customer	Related	Single	Unrelated	Post-Graduate	Under-Graduate
326	14849.0	0	1	65	0	9	46	3364	0.0	1.0	0.0	1.0	0.0
327	27255.0	0	1	37	0	5	38	3210	1.0	0.0	0.0	1.0	0.0
328	54432.0	0	3	38	0	5	72	3154	1.0	0.0	0.0	1.0	0.0
329	29999.0	0	1	160	0	12	36	3358	0.0	1.0	0.0	1.0	0.0
330	24072.0	0	1	23	0	4	39	3296	0.0	1.0	0.0	1.0	0.0
331	33996.0	0	0	71	0	6	33	3089	0.0	1.0	0.0	1.0	0.0
332	66334.0	1	1	1161	1	19	66	3339	1.0	0.0	0.0	1.0	0.0
333	35178.0	1	1	59	2	5	51	3128	1.0	0.0	0.0	1.0	0.0
334	22010.0	0	1	33	0	7	39	3221	1.0	0.0	0.0	1.0	0.0
335	62204.0	0	2	946	0	22	62	3424	0.0	1.0	0.0	1.0	0.0
336	75693.0	1	0	1442	4	22	54	3604	0.0	1.0	0.0	1.0	0.0
337	30675.0	0	1	62	0	5	50	3422	1.0	0.0	0.0	1.0	0.0
338	83003.0	1	0	1674	2	22	57	3340	1.0	0.0	0.0	1.0	0.0
339	83532.0	0	0	1853	1	15	123	3133	1.0	0.0	0.0	1.0	0.0
340	68655.0	0	0	1538	0	21	34	3486	0.0	1.0	0.0	1.0	0.0
341	41411.0	0	0	139	0	8	36	3209	0.0	1.0	0.0	1.0	0.0
342	55212.0	0	1	1182	2	20	53	3440	1.0	0.0	0.0	1.0	0.0
343	59292.0	0	1	507	0	18	72	3238	1.0	0.0	0.0	1.0	0.0
344	27190.0	1	1	18	2	4	49	3175	1.0	0.0	0.0	0.0	1.0
345	82623.0	0	0	940	0	16	70	3118	0.0	1.0	0.0	1.0	0.0
346	44300.0	0	2	42	0	6	57	3228	1.0	0.0	0.0	1.0	0.0
347	84835.0	1	0	1190	1	15	52	2870	0.0	1.0	0.0	1.0	0.0
348	30372.0	0	2	44	0	8	51	3408	0.0	1.0	0.0	1.0	0.0
349	33181.0	0	1	16	1	4	46	2977	1.0	0.0	0.0	1.0	0.0
350	71113.0	0	1	835	0	26	65	3051	1.0	0.0	0.0	1.0	0.0
351	71952.0	0	1	1443	2	22	36	3128	1.0	0.0	0.0	1.0	0.0
352	69759.0	1	0	1029	1	18	56	3101	0.0	1.0	0.0	1.0	0.0
353	72099.0	0	0	1188	0	18	48	3467	1.0	0.0	0.0	1.0	0.0
354	60000.0	0	1	1277	0	24	46	3411	0.0	1.0	0.0	1.0	0.0
355	38643.0	0	2	49	0	7	44	3069	0.0	1.0	0.0	1.0	0.0
356	50737.0	0	1	99	1	7	67	3093	1.0	0.0	0.0	1.0	0.0
357	68462.0	0	0	1670	0	15	53	3421	1.0	0.0	0.0	1.0	0.0
358	65073.0	0	0	900	0	14	79	3170	1.0	0.0	0.0	1.0	0.0
359	46681.0	0	2	425	0	16	74	3180	1.0	0.0	0.0	1.0	0.0
360	78618.0	0	0	2153	1	22	65	3496	1.0	0.0	0.0	1.0	0.0
361	62187.0	0	1	636	0	21	53	2956	0.0	1.0	0.0	1.0	0.0
362	28442.0	0	2	57	0	10	44	2982	1.0	0.0	0.0	1.0	0.0
363	37717.0	0	1	25	0	4	44	3440	1.0	0.0	0.0	1.0	0.0
364	51479.0	0	2	494	0	22	55	3405	1.0	0.0	0.0	1.0	0.0
365	54803.0	0	1	693	0	19	53	3534	0.0	1.0	0.0	1.0	0.0
366	79530.0	0	0	1348	0	26	62	3265	1.0	0.0	0.0	1.0	0.0
367	31615.0	0	1	51	0	7	46	3327	0.0	1.0	0.0	1.0	0.0
368	72025.0	0	0	1932	0	16	60	3446	1.0	0.0	0.0	1.0	0.0
369	52614.0	0	1	990	0	16	47	3756	0.0	1.0	0.0	1.0	0.0
370	35684.0	0	1	30	0	5	38	2925	1.0	0.0	0.0	1.0	0.0
371	48178.0	0	2	254	0	16	47	3466	1.0	0.0	0.0	1.0	0.0
372	29548.0	0	1	29	1	5	52	3161	0.0	1.0	0.0	1.0	0.0
373	63810.0	0	1	1371	1	23	56	3452	0.0	1.0	0.0	1.0	0.0
374	38578.0	1	2	73	1	9	50	3229	0.0	1.0	0.0	1.0	0.0
375	46098.0	0	2	120	0	11	47	3537	0.0	1.0	0.0	1.0	0.0
376	22585.0	1	0	81	2	5	52	3325	0.0	1.0	0.0	1.0	0.0
377	30279.0	0	1	37	0	5	33	3403	0.0	1.0	0.0	1.0	0.0
378	66426.0	0	1	1377	0	20	61	3361	1.0	0.0	0.0	1.0	0.0
379	30822.0	0	1	51	0	5	53	3237	0.0	1.0	0.0	1.0	0.0
380	33581.0	0	2	17	0	4	53	3189	1.0	0.0	0.0	1.0	0.0
381	19986.0	0	1	22	0	4	37	3084	1.0	0.0	0.0	1.0	0.0
382	27421.0	0	0	324	0	14	68	3421	0.0	1.0	0.0	1.0	0.0
383	35688.0	0	3	211	0	16	49	3533	1.0	0.0	0.0	1.0	0.0
384	36143.0	0	1	19	0	4	41	2948	0.0	1.0	0.0	1.0	0.0
385	10245.0	0	1	41	0	8	51	3267	0.0	1.0	0.0	1.0	0.0
386	43795.0	1	1	492	2	17	54	3113	1.0	0.0	0.0	1.0	0.0
387	63381.0	0	1	1005	0	26	62	3637	1.0	0.0	0.0	1.0	0.0
388	38823.0	0	1	114	0	7	73	3525	1.0	0.0	0.0	1.0	0.0
389	83664.0	0	2	1173	0	19	54	3185	0.0	1.0	0.0	1.0	0.0
390	90300.0	0	0	1738	1	19	43	2977	1.0	0.0	0.0	1.0	0.0
391	62499.0	0	1	222	0	12	43	3147	1.0	0.0	0.0	1.0	0.0
392	74293.0	0	0	1127	0	16	29	2942	0.0	1.0	0.0	1.0	0.0
393	51012.0	0	0	209	0	10	76	3294	1.0	0.0	0.0	1.0	0.0
394	70777.0	0	1	787	0	23	54	2981	1.0	0.0	0.0	1.0	0.0
395	68682.0	0	0	1598	0	24	31	3241	1.0	0.0	0.0	1.0	0.0
396	43824.0	0	2	186	0	12	51	3509	1.0	0.0	0.0	1.0	0.0
397	15345.0	1	1	47	1	6	38	3524	1.0	0.0	0.0	1.0	0.0
398	23442.0	0	1	27	0	5	35	3409	0.0	1.0	0.0	1.0	0.0
399	14515.0	1	1	96	1	11	42	3513	1.0	0.0	0.0	1.0	0.0
400	31395.0	0	2	64	0	10	66	3320	0.0	1.0	0.0	1.0	0.0
401	75276.0	0	0	1040	0	23	57	3497	1.0	0.0	0.0	1.0	0.0
402	42373.0	0	2	163	0	13	48	3175	0.0	1.0	0.0	1.0	0.0
403	30507.0	0	0	343	0	11	62	3095	1.0	0.0	0.0	1.0	0.0
404	55521.0	1	3	446	2	24	67	3107	0.0	1.0	0.0	1.0	0.0
405	48006.0	0	2	41	0	5	57	2788	1.0	0.0	0.0	1.0	0.0
406	27213.0	1	1	70	1	9	50	3525	0.0	1.0	0.0	1.0	0.0
407	65808.0	0	2	272	0	14	51	2887	0.0	1.0	0.0	1.0	0.0
408	30351.0	0	1	46	0	6	48	3245	1.0	0.0	0.0	1.0	0.0
409	50437.0	0	2	490	0	19	59	3477	1.0	0.0	0.0	1.0	0.0
410	23616.0	1	1	79	1	8	40	3446	0.0	1.0	0.0	1.0	0.0
411	53858.0	0	1	915	0	17	46	3513	1.0	0.0	0.0	1.0	0.0
412	66465.0	0	1	1485	1	35	67	3313	1.0	0.0	0.0	1.0	0.0
413	46923.0	0	1	369	0	16	35	3533	0.0	1.0	0.0	1.0	0.0
414	75072.0	0	1	1073	0	19	60	3379	1.0	0.0	0.0	1.0	0.0
415	75865.0	0	0	1242	0	19	79	2947	1.0	0.0	0.0	1.0	0.0
416	19789.0	0	1	78	1	9	47	3078	1.0	0.0	0.0	1.0	0.0
417	80134.0	0	0	1378	4	21	28	2992	1.0	0.0	0.0	1.0	0.0
418	91065.0	1	0	1474	3	26	41	3349	0.0	1.0	0.0	1.0	0.0
419	49505.0	0	2	751	0	29	51	3279	1.0	0.0	0.0	1.0	0.0
420	37401.0	0	1	48	0	7	49	2881	1.0	0.0	0.0	1.0	0.0
421	30096.0	0	1	45	0	6	39	2895	1.0	0.0	0.0	1.0	0.0
422	18492.0	0	1	10	0	4	40	2911	1.0	0.0	0.0	1.0	0.0
423	82584.0	1	0	1435	3	16	48	3306	1.0	0.0	0.0	1.0	0.0
424	93027.0	0	0	2119	1	22	81	3299	1.0	0.0	0.0	1.0	0.0
425	48686.0	0	3	20	0	4	69	3300	1.0	0.0	0.0	1.0	0.0
426	92910.0	0	0	1795	3	27	36	2923	1.0	0.0	0.0	1.0	0.0
427	75433.0	0	1	1188	2	19	33	2913	1.0	0.0	0.0	1.0	0.0
428	10404.0	0	1	43	0	7	33	2942	1.0	0.0	0.0	1.0	0.0
429	61314.0	0	1	1008	0	24	54	3287	1.0	0.0	0.0	1.0	0.0
430	84865.0	1	0	1688	5	16	61	3154	0.0	1.0	0.0	1.0	0.0
431	42387.0	0	1	684	0	21	33	3465	1.0	0.0	0.0	1.0	0.0
432	67309.0	0	2	1082	0	39	55	3379	1.0	0.0	0.0	1.0	0.0
433	75236.0	0	1	1068	0	25	58	3073	1.0	0.0	0.0	1.0	0.0
434	30015.0	0	1	57	0	7	52	3004	0.0	1.0	0.0	1.0	0.0
435	50943.0	0	1	46	0	5	66	3230	1.0	0.0	0.0	1.0	0.0
436	67272.0	0	1	733	0	23	56	3047	0.0	1.0	0.0	1.0	0.0
437	51529.0	0	1	467	0	17	73	3212	0.0	1.0	0.0	1.0	0.0
438	32011.0	0	1	122	0	10	51	3168	1.0	0.0	0.0	1.0	0.0
439	7500.0	0	1	36	0	7	36	3219	1.0	0.0	0.0	1.0	0.0
440	28691.0	0	1	34	0	5	33	3305	1.0	0.0	0.0	1.0	0.0
441	56223.0	0	1	156	0	10	74	3048	1.0	0.0	0.0	1.0	0.0
442	18100.0	0	0	14	0	4	76	3243	1.0	0.0	0.0	1.0	0.0
443	30279.0	0	1	37	0	5	33	3403	0.0	1.0	0.0	1.0	0.0
444	20130.0	0	0	34	0	5	48	2961	1.0	0.0	0.0	1.0	0.0
445	23295.0	0	0	20	0	4	63	3208	0.0	1.0	0.0	1.0	0.0
446	42618.0	0	1	192	0	11	50	3149	0.0	1.0	0.0	1.0	0.0
447	81246.0	0	0	1379	2	17	58	3039	0.0	1.0	0.0	1.0	0.0
448	24027.0	0	1	48	0	7	46	3153	1.0	0.0	0.0	1.0	0.0
449	55707.0	0	1	428	0	16	69	3046	1.0	0.0	0.0	1.0	0.0
450	57959.0	0	1	868	0	27	67	3366	0.0	1.0	0.0	1.0	0.0
451	56796.0	0	1	1001	0	27	53	3355	1.0	0.0	0.0	1.0	0.0
452	36230.0	0	1	59	0	7	51	3112	0.0	1.0	0.0	1.0	0.0
453	70829.0	0	2	431	0	16	42	3390	1.0	0.0	0.0	1.0	0.0
454	65991.0	0	1	971	0	27	46	3577	1.0	0.0	0.0	1.0	0.0
455	38988.0	0	3	348	0	19	50	3535	1.0	0.0	0.0	1.0	0.0
456	89572.0	1	0	2059	3	24	56	3509	0.0	1.0	0.0	1.0	0.0
457	42207.0	1	1	265	2	14	38	3398	1.0	0.0	0.0	1.0	0.0
458	50300.0	0	1	270	0	13	70	2892	1.0	0.0	0.0	1.0	0.0
459	66664.0	0	0	1289	0	19	40	3499	1.0	0.0	0.0	1.0	0.0
460	60597.0	1	1	893	2	16	58	3036	1.0	0.0	0.0	1.0	0.0
461	70165.0	0	0	926	0	22	73	3137	0.0	1.0	0.0	1.0	0.0
462	50520.0	0	1	135	0	9	64	3009	0.0	1.0	0.0	1.0	0.0
463	80124.0	0	0	1495	1	19	59	2860	1.0	0.0	0.0	1.0	0.0
464	33183.0	0	1	120	0	9	47	2982	1.0	0.0	0.0	1.0	0.0
465	66582.0	0	0	1288	0	20	53	2975	0.0	1.0	0.0	1.0	0.0
466	75261.0	1	0	1743	3	17	67	3289	1.0	0.0	0.0	1.0	0.0
467	31880.0	0	1	15	0	4	52	3463	0.0	1.0	0.0	1.0	0.0
468	53790.0	0	2	542	0	20	71	2883	1.0	0.0	0.0	1.0	0.0
469	49269.0	0	1	890	0	25	51	3540	1.0	0.0	0.0	1.0	0.0
470	61456.0	0	1	1388	0	33	47	3316	1.0	0.0	0.0	1.0	0.0
471	37406.0	1	1	17	1	4	42	3119	1.0	0.0	0.0	1.0	0.0
472	56937.0	1	1	906	2	30	41	3669	1.0	0.0	0.0	1.0	0.0
473	38415.0	0	2	44	0	6	44	3370	1.0	0.0	0.0	1.0	0.0
474	20518.0	0	1	25	0	5	34	2899	0.0	1.0	0.0	1.0	0.0
475	62503.0	0	1	973	0	26	66	3353	1.0	0.0	0.0	1.0	0.0
476	41644.0	0	2	31	0	6	50	2789	0.0	1.0	0.0	1.0	0.0
477	55842.0	0	1	518	0	17	45	2894	1.0	0.0	0.0	1.0	0.0
478	62010.0	0	1	530	0	19	50	3471	1.0	0.0	0.0	1.0	0.0
479	41124.0	0	1	506	0	21	45	3463	1.0	0.0	0.0	1.0	0.0
480	38961.0	0	1	70	0	6	49	3038	1.0	0.0	0.0	1.0	0.0
481	37760.0	0	1	54	0	6	50	3090	0.0	1.0	0.0	1.0	0.0
482	32233.0	1	1	296	2	12	48	3536	0.0	1.0	0.0	1.0	0.0
483	43057.0	0	1	266	0	15	47	3099	1.0	0.0	0.0	1.0	0.0
484	83151.0	0	0	747	0	19	62	3484	1.0	0.0	0.0	1.0	0.0
485	78825.0	1	0	895	1	29	58	3510	0.0	1.0	0.0	1.0	0.0
486	65104.0	0	1	1053	0	17	46	3084	1.0	0.0	0.0	1.0	0.0
487	60093.0	0	1	735	0	21	48	3225	1.0	0.0	0.0	1.0	0.0
488	14045.0	0	1	20	0	5	53	3011	1.0	0.0	0.0	1.0	0.0
489	28457.0	0	0	205	0	10	70	3466	0.0	1.0	0.0	1.0	0.0
490	78952.0	0	1	2092	0	21	64	3500	1.0	0.0	0.0	1.0	0.0
491	46310.0	0	1	309	0	14	46	3696	0.0	1.0	0.0	1.0	0.0
492	76005.0	0	0	1722	1	22	67	3349	1.0	0.0	0.0	1.0	0.0
493	58308.0	0	1	900	0	15	58	3067	0.0	1.0	0.0	1.0	0.0
494	55614.0	0	0	682	1	20	78	3071	0.0	1.0	0.0	1.0	0.0
495	59432.0	0	1	663	0	22	60	3299	0.0	1.0	0.0	1.0	0.0
496	55563.0	0	1	43	0	6	44	2913	0.0	1.0	0.0	1.0	0.0
497	78642.0	0	1	1816	0	18	51	3291	1.0	0.0	0.0	1.0	0.0
498	67911.0	0	1	976	0	27	73	2895	1.0	0.0	0.0	1.0	0.0
499	65275.0	0	0	746	0	21	78	3339	1.0	0.0	0.0	1.0	0.0
500	27203.0	0	2	64	0	6	72	3608	1.0	0.0	0.0	1.0	0.0
501	48330.0	0	1	32	0	5	61	3083	1.0	0.0	0.0	1.0	0.0
502	24279.0	0	0	263	0	9	32	3404	1.0	0.0	0.0	0.0	1.0
503	64355.0	0	1	1445	0	21	37	3531	1.0	0.0	0.0	1.0	0.0
504	50943.0	0	1	46	0	5	66	3230	1.0	0.0	0.0	1.0	0.0
505	53653.0	0	0	1210	0	28	69	3575	0.0	1.0	0.0	1.0	0.0
506	65665.0	0	1	945	0	24	46	3359	1.0	0.0	0.0	1.0	0.0
507	81217.0	0	0	1157	0	22	33	3202	0.0	1.0	0.0	1.0	0.0
508	34935.0	0	0	137	0	8	30	3230	1.0	0.0	0.0	1.0	0.0
509	61250.0	0	1	730	0	25	63	3417	0.0	1.0	0.0	1.0	0.0
510	39665.0	0	1	216	1	12	41	3257	1.0	0.0	0.0	1.0	0.0
511	60152.0	0	1	943	0	23	43	3315	0.0	1.0	0.0	1.0	0.0
512	48920.0	0	2	347	1	16	58	3109	1.0	0.0	0.0	1.0	0.0
513	89120.0	0	0	1924	1	19	63	2961	1.0	0.0	0.0	1.0	0.0
514	44124.0	0	1	397	0	17	76	3093	1.0	0.0	0.0	1.0	0.0
515	81169.0	0	0	2089	0	22	47	3298	0.0	1.0	0.0	1.0	0.0
516	36443.0	0	2	138	0	11	61	3341	1.0	0.0	0.0	1.0	0.0
517	26095.0	0	1	42	0	5	32	3221	0.0	1.0	0.0	1.0	0.0
518	71367.0	0	0	777	0	17	63	3167	1.0	0.0	0.0	1.0	0.0
519	80184.0	0	0	1902	2	20	78	3034	1.0	0.0	0.0	1.0	0.0
520	30630.0	0	2	52	0	7	57	3010	0.0	1.0	0.0	1.0	0.0
521	73454.0	0	0	1651	1	13	35	3034	0.0	1.0	0.0	1.0	0.0
522	42691.0	0	0	358	0	13	31	3174	1.0	0.0	0.0	1.0	0.0
523	70503.0	0	0	1727	2	16	69	3494	1.0	0.0	0.0	1.0	0.0
524	25545.0	1	1	210	1	10	35	3546	1.0	0.0	0.0	1.0	0.0
525	32880.0	0	1	42	0	5	36	3665	1.0	0.0	0.0	1.0	0.0
526	77863.0	0	0	1291	0	20	64	3071	1.0	0.0	0.0	1.0	0.0
527	50353.0	0	0	442	0	15	45	2819	1.0	0.0	0.0	1.0	0.0
528	61839.0	0	0	1895	0	17	58	3425	0.0	1.0	0.0	1.0	0.0
529	49154.0	0	2	411	0	19	62	3332	1.0	0.0	0.0	1.0	0.0
530	47682.0	0	1	521	0	19	47	3356	0.0	1.0	0.0	1.0	0.0
531	72679.0	0	1	1168	0	17	53	3141	0.0	1.0	0.0	1.0	0.0
532	57954.0	0	2	493	1	23	45	2868	1.0	0.0	0.0	1.0	0.0
533	65316.0	0	2	260	0	12	60	3288	1.0	0.0	0.0	1.0	0.0
534	28567.0	0	1	46	0	7	40	3234	0.0	1.0	0.0	1.0	0.0
535	47352.0	0	1	319	0	16	71	3094	1.0	0.0	0.0	1.0	0.0
536	44931.0	0	1	96	0	7	55	3019	1.0	0.0	0.0	1.0	0.0
537	76982.0	1	0	1062	2	16	55	2991	0.0	1.0	0.0	1.0	0.0
538	57247.0	0	1	232	0	12	70	3182	1.0	0.0	0.0	1.0	0.0
539	22944.0	0	1	76	0	9	41	3045	0.0	1.0	0.0	1.0	0.0
540	25315.0	0	1	54	0	9	45	3210	1.0	0.0	0.0	1.0	0.0
541	43638.0	0	1	201	0	11	53	3608	0.0	1.0	0.0	1.0	0.0
542	42710.0	0	1	406	0	14	38	3435	0.0	1.0	0.0	1.0	0.0
543	84169.0	1	0	1919	3	20	40	3213	1.0	0.0	0.0	1.0	0.0
544	54058.0	0	1	662	0	20	46	3306	1.0	0.0	0.0	1.0	0.0
545	24683.0	0	1	41	0	8	32	2822	1.0	0.0	0.0	1.0	0.0
546	85620.0	1	0	1600	1	14	58	2855	0.0	1.0	0.0	1.0	0.0
547	47850.0	0	1	134	0	8	42	3331	1.0	0.0	0.0	1.0	0.0
548	19514.0	1	2	69	2	10	54	3011	1.0	0.0	0.0	1.0	0.0
549	27159.0	0	2	21	0	6	49	2949	1.0	0.0	0.0	1.0	0.0
550	39548.0	0	2	54	0	7	59	2947	0.0	1.0	0.0	1.0	0.0
551	21474.0	1	1	91	2	8	33	2821	0.0	1.0	0.0	1.0	0.0
552	60504.0	0	1	526	0	18	51	2854	0.0	1.0	0.0	1.0	0.0
553	22419.0	0	0	162	0	8	59	3294	1.0	0.0	0.0	1.0	0.0
554	81698.0	1	0	1008	1	25	73	3240	1.0	0.0	0.0	1.0	0.0
555	43462.0	0	2	240	0	16	70	3424	1.0	0.0	0.0	1.0	0.0
556	54880.0	0	1	795	0	21	44	3399	0.0	1.0	0.0	1.0	0.0
557	79908.0	0	0	1772	1	19	40	3278	1.0	0.0	0.0	1.0	0.0
558	15315.0	0	0	64	0	8	52	3335	1.0	0.0	0.0	1.0	0.0
559	87771.0	1	1	1957	5	20	63	3260	1.0	0.0	0.0	1.0	0.0
560	33039.0	0	1	78	0	7	44	3150	1.0	0.0	0.0	1.0	0.0
561	81741.0	0	0	1572	0	19	42	3235	0.0	1.0	0.0	1.0	0.0
562	71499.0	0	1	795	0	26	51	3226	1.0	0.0	0.0	1.0	0.0
563	62466.0	0	1	889	0	26	52	3022	1.0	0.0	0.0	1.0	0.0
564	48799.0	0	1	331	0	15	59	3271	0.0	1.0	0.0	1.0	0.0
565	52157.0	0	1	265	0	12	72	2850	1.0	0.0	0.0	1.0	0.0
566	66565.0	0	1	1065	0	19	60	3635	0.0	1.0	0.0	1.0	0.0
567	29298.0	0	2	11	0	4	71	3212	1.0	0.0	0.0	1.0	0.0
568	47691.0	0	1	21	0	4	43	3275	0.0	1.0	0.0	1.0	0.0
569	38200.0	0	2	17	0	4	52	3574	1.0	0.0	0.0	1.0	0.0
570	44989.0	0	1	369	0	16	48	3424	1.0	0.0	0.0	1.0	0.0
571	38443.0	0	2	38	0	6	54	3010	1.0	0.0	0.0	1.0	0.0
572	38593.0	0	1	177	0	11	44	3146	0.0	1.0	0.0	1.0	0.0
573	64413.0	0	1	279	0	12	52	3394	1.0	0.0	0.0	1.0	0.0
574	36959.0	0	1	62	0	7	41	3361	1.0	0.0	0.0	1.0	0.0
575	61996.0	1	1	1230	4	21	45	3371	1.0	0.0	0.0	1.0	0.0
576	51287.0	0	2	182	0	11	54	3033	1.0	0.0	0.0	1.0	0.0
577	13260.0	0	2	49	0	10	52	3167	1.0	0.0	0.0	1.0	0.0
578	47472.0	0	2	75	0	8	56	3143	1.0	0.0	0.0	1.0	0.0
579	54603.0	0	2	227	0	16	66	3152	1.0	0.0	0.0	1.0	0.0
580	45207.0	0	2	215	1	15	48	3483	1.0	0.0	0.0	1.0	0.0
581	40689.0	0	1	444	0	20	71	3325	1.0	0.0	0.0	1.0	0.0
582	47821.0	0	2	47	0	5	55	3109	1.0	0.0	0.0	1.0	0.0
583	27450.0	0	0	143	0	7	71	3297	1.0	0.0	0.0	1.0	0.0
584	39453.0	0	1	55	0	7	39	2974	1.0	0.0	0.0	1.0	0.0
585	26850.0	0	2	63	0	11	51	2929	1.0	0.0	0.0	1.0	0.0
586	79800.0	1	0	1867	4	22	67	3501	0.0	1.0	0.0	1.0	0.0
587	61794.0	0	1	611	0	20	61	3145	1.0	0.0	0.0	1.0	0.0
588	53863.0	0	1	473	1	18	67	2900	1.0	0.0	0.0	1.0	0.0
589	24221.0	0	0	55	0	6	63	3170	1.0	0.0	0.0	1.0	0.0
590	39684.0	1	1	81	1	7	38	3423	0.0	1.0	0.0	1.0	0.0
591	92163.0	1	0	2086	3	21	47	3421	1.0	0.0	0.0	1.0	0.0
592	69882.0	0	0	1478	0	20	57	3118	0.0	1.0	0.0	1.0	0.0
593	33178.0	0	1	49	0	5	45	3007	1.0	0.0	0.0	1.0	0.0
594	59973.0	0	0	382	0	15	50	3089	1.0	0.0	0.0	1.0	0.0
595	17459.0	1	1	69	1	9	47	3140	1.0	0.0	0.0	1.0	0.0
596	23910.0	0	1	67	0	6	53	3468	0.0	1.0	0.0	1.0	0.0
597	42169.0	0	2	30	0	6	53	3110	1.0	0.0	0.0	1.0	0.0
598	26224.0	0	1	63	0	9	44	3306	1.0	0.0	0.0	1.0	0.0
599	31089.0	0	1	79	0	10	41	3538	1.0	0.0	0.0	1.0	0.0
600	30081.0	0	1	42	0	5	61	3350	0.0	1.0	0.0	1.0	0.0
601	62807.0	0	1	819	0	23	62	3524	1.0	0.0	0.0	1.0	0.0
602	72906.0	0	0	1151	0	17	67	3142	0.0	1.0	0.0	1.0	0.0
603	61467.0	0	2	594	0	20	74	3512	1.0	0.0	0.0	1.0	0.0
604	49618.0	0	2	129	0	11	56	3376	1.0	0.0	0.0	1.0	0.0
605	21888.0	1	1	213	1	12	36	3404	0.0	1.0	0.0	1.0	0.0
606	42429.0	0	1	67	0	7	49	2731	0.0	1.0	0.0	1.0	0.0
607	26150.0	0	3	28	0	5	66	3095	0.0	1.0	0.0	1.0	0.0
608	30801.0	0	1	45	0	6	47	3468	1.0	0.0	0.0	0.0	1.0
609	81168.0	0	0	1193	1	18	57	2851	1.0	0.0	0.0	1.0	0.0
610	26877.0	0	0	268	0	12	53	3171	0.0	1.0	0.0	1.0	0.0
611	45006.0	0	0	266	0	12	78	3203	0.0	1.0	0.0	1.0	0.0
612	18978.0	0	1	37	0	5	49	3451	1.0	0.0	0.0	0.0	1.0
613	22574.0	0	3	37	0	7	55	3101	1.0	0.0	0.0	1.0	0.0
614	48240.0	1	0	882	1	25	53	3513	0.0	1.0	0.0	1.0	0.0
615	45837.0	0	2	373	0	18	48	3195	1.0	0.0	0.0	1.0	0.0
616	35791.0	0	3	35	0	6	57	3246	0.0	1.0	0.0	1.0	0.0
617	162397.0	0	2	107	0	1	46	3337	1.0	0.0	0.0	1.0	0.0
618	54162.0	0	2	42	0	5	44	3325	0.0	1.0	0.0	1.0	0.0
619	30522.0	0	1	326	0	17	62	3538	1.0	0.0	0.0	1.0	0.0
620	54456.0	0	1	404	0	17	61	3091	1.0	0.0	0.0	1.0	0.0
621	31632.0	0	0	95	0	6	51	3207	0.0	1.0	0.0	1.0	0.0
622	72298.0	0	0	939	2	14	73	2761	0.0	1.0	0.0	1.0	0.0
623	36975.0	0	1	33	0	5	44	3040	0.0	1.0	0.0	1.0	0.0
624	72635.0	0	0	981	1	21	67	3337	1.0	0.0	0.0	1.0	0.0
625	13624.0	0	1	36	0	7	46	3382	1.0	0.0	0.0	1.0	0.0
626	84196.0	0	1	1237	0	20	47	3337	0.0	1.0	0.0	1.0	0.0
627	70971.0	1	1	1825	1	34	62	3503	1.0	0.0	0.0	1.0	0.0
628	34487.0	0	2	103	0	9	45	3607	0.0	1.0	0.0	1.0	0.0
629	28769.0	0	1	191	0	12	45	3415	0.0	1.0	0.0	1.0	0.0
630	69084.0	0	1	1586	0	25	52	3079	1.0	0.0	0.0	1.0	0.0
631	65488.0	0	0	963	0	14	64	2873	1.0	0.0	0.0	1.0	0.0
632	62466.0	0	1	889	0	26	52	3022	1.0	0.0	0.0	1.0	0.0
633	32218.0	1	0	93	2	7	62	2991	0.0	1.0	0.0	1.0	0.0
634	83917.0	1	0	1587	1	21	49	3294	0.0	1.0	0.0	1.0	0.0
635	46102.0	0	3	16	0	4	60	2761	0.0	1.0	0.0	1.0	0.0
636	84574.0	0	0	1375	0	32	70	3306	0.0	1.0	0.0	1.0	0.0
637	56181.0	0	1	393	0	14	60	3189	1.0	0.0	0.0	1.0	0.0
638	63120.0	1	1	1477	1	26	72	3496	0.0	1.0	0.0	1.0	0.0
639	73691.0	0	1	1179	1	18	51	3240	1.0	0.0	0.0	1.0	0.0
640	63381.0	0	1	1005	0	26	62	3637	1.0	0.0	0.0	1.0	0.0
641	76140.0	0	0	1348	0	21	74	2904	1.0	0.0	0.0	1.0	0.0
642	62859.0	0	1	1307	0	23	63	3403	0.0	1.0	0.0	1.0	0.0
643	45906.0	0	1	486	1	15	58	3216	0.0	1.0	0.0	1.0	0.0
644	77632.0	1	0	2252	3	13	75	3126	1.0	0.0	0.0	1.0	0.0
645	46463.0	0	2	235	0	17	51	3172	1.0	0.0	0.0	1.0	0.0
646	105471.0	1	0	1724	3	30	52	3381	1.0	0.0	0.0	1.0	0.0
647	55282.0	0	1	235	0	11	52	3055	0.0	1.0	0.0	1.0	0.0
648	78710.0	0	1	1092	0	28	45	2894	1.0	0.0	0.0	1.0	0.0
649	66886.0	0	1	599	0	17	64	3143	1.0	0.0	0.0	1.0	0.0
650	98777.0	0	0	2008	1	19	62	2989	0.0	1.0	0.0	1.0	0.0
651	29103.0	0	1	48	0	6	37	3528	1.0	0.0	0.0	1.0	0.0
652	67445.0	0	1	1174	0	32	48	3425	1.0	0.0	0.0	1.0	0.0
653	50616.0	0	1	67	0	7	72	2934	1.0	0.0	0.0	1.0	0.0
654	49431.0	0	1	365	0	15	67	3700	0.0	1.0	0.0	1.0	0.0
