ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,IfSingle,EnrollDays,Expenses,NumPurchases,NumAcceptedCmp,AcceptedAnyCmp
6931,1,Divorced,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,47,1,294,1062,15,2,Yes
11096,2,Together,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,62,0,485,232,10,0,No
304,3,Single,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,33,1,348,76,6,0,No
3665,2,Together,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,37,0,513,54,6,0,No
10591,1,Widow,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,45,1,911,201,9,0,No
5036,4,Single,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,30,1,738,406,12,0,No
5547,4,Married,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,0,516,1919,19,3,Yes
7822,1,Together,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,38,0,609,662,18,0,No
8541,2,Married,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,24,0,125,41,6,0,No
10955,1,Widow,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,50,1,158,1600,13,1,Yes
4368,1,Married,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,34,0,634,134,7,0,No
9671,1,Married,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,46,0,314,69,6,2,Yes
2256,3,Married,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,0,252,21,4,0,No
4279,2,Single,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,51,1,250,54,5,0,No
5371,1,Single,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,25,1,124,91,6,2,Yes
9240,4,Single,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,43,1,157,526,16,0,No
9460,1,Married,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,0,597,162,7,0,No
9504,3,Married,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,65,0,543,1008,24,1,Yes
8692,1,Together,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,62,0,727,240,10,0,No
448,4,Single,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,36,1,702,795,19,0,No
8314,1,Married,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,32,0,581,1772,18,1,Yes
8420,2,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,0,638,64,6,0,No
3174,1,Together,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,0,563,1957,19,5,Yes
7685,1,Married,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,36,0,453,78,6,0,No
3179,1,Single,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,34,1,538,1572,19,0,No
9780,3,Together,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,43,0,529,795,24,0,No
10681,2,Married,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,0,325,889,21,0,No
10232,4,Divorced,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,51,1,574,331,12,0,No
4184,4,Together,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,64,0,153,265,10,0,No
9120,1,Single,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,52,1,938,1065,15,0,No
891,3,Together,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,63,0,515,11,3,0,No
10381,1,Single,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,35,1,578,21,3,0,No
3525,1,Together,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,44,0,877,17,3,0,No
6818,1,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,0,727,369,11,0,No
3526,4,Married,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,46,0,313,38,4,0,No
8181,2,Single,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,36,1,449,177,8,0,No
1029,4,Together,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,44,0,697,279,11,0,No
7369,3,Married,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,33,0,664,62,5,0,No
2574,4,Married,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,37,0,674,1230,18,4,Yes
8159,1,Married,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,46,0,336,182,8,0,No
1160,1,Married,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,44,0,470,49,6,0,No
10242,4,Together,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,48,0,446,75,6,0,No
5253,3,Together,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,58,0,455,227,10,0,No
5966,4,Married,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,40,0,786,215,10,1,Yes
5314,1,Together,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,63,0,628,444,13,0,No
5081,2,Together,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,0,412,47,4,0,No
5123,3,Married,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,63,0,600,143,6,0,No
5756,1,Together,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,31,0,277,55,5,0,No
8036,2,Together,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,43,0,232,63,7,0,No
9058,1,Widow,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,59,1,804,1867,21,4,Yes
5057,3,Married,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,53,0,448,611,18,0,No
254,1,Together,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,59,0,203,473,15,1,Yes
4179,1,Together,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,0,473,55,5,0,No
3710,4,Single,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,30,1,726,81,5,1,Yes
7627,3,Married,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,39,0,724,2086,21,3,Yes
4501,3,Single,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,49,1,421,1478,19,0,No
6424,1,Together,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,37,0,310,49,4,0,No
3075,4,Married,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,42,0,392,382,14,0,No
4992,3,Together,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,39,0,443,69,6,1,Yes
5252,1,Divorced,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,45,1,771,67,5,0,No
7444,3,Married,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,45,0,413,30,4,0,No
6919,2,Married,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,36,0,609,63,6,0,No
3537,1,Together,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,33,0,841,79,7,0,No
10277,1,Single,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,53,1,653,42,4,0,No
2453,1,Together,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,54,0,827,819,20,0,No
7972,1,Single,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,59,1,445,1151,16,0,No
895,4,Married,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,66,0,815,594,17,0,No
1177,3,Together,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,48,0,679,129,7,0,No
7141,3,Single,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,28,1,707,213,8,1,Yes
7232,1,Widow,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,1,34,67,5,0,No
8477,1,Divorced,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,58,1,398,28,4,0,No
2457,0,Married,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,39,0,771,45,4,0,No
988,1,Married,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,49,0,154,1193,17,1,Yes
7930,3,Single,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,45,1,474,268,10,0,No
4587,3,Widow,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,70,1,506,266,11,0,No
6682,0,Married,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,41,0,754,37,4,0,No
6222,1,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,0,404,37,5,0,No
10299,4,Single,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,45,1,816,882,22,1,Yes
3083,1,Married,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,40,0,498,373,13,0,No
8953,3,Single,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,49,1,549,35,4,0,No
1503,4,Together,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,38,0,640,107,1,0,No
8650,1,Widow,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,36,1,628,42,4,0,No
10862,3,Married,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,54,0,841,326,12,0,No
2782,4,Married,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,53,0,394,404,14,0,No
6941,1,Single,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,43,1,510,95,5,0,No
10972,1,Widow,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,65,1,64,939,13,2,Yes
10708,2,Single,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,36,1,343,33,4,0,No
6583,2,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,59,0,640,981,20,1,Yes
3641,1,Married,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,38,0,685,36,5,0,No
10156,1,Single,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,39,1,640,1237,19,0,No
4299,1,Together,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,54,0,806,1825,27,1,Yes
3469,4,Divorced,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,37,1,910,103,6,0,No
5063,1,Single,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,37,1,718,191,9,0,No
10727,4,Married,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,44,0,382,1586,23,0,No
9624,4,Together,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,56,0,176,963,13,0,No
5156,2,Married,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,0,325,889,21,0,No
4376,2,Single,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,54,1,294,93,6,2,Yes
8923,1,Single,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,41,1,597,1587,20,1,Yes
8461,1,Divorced,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,1,64,16,3,0,No
6945,1,Single,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,62,1,609,1375,31,0,No
944,1,Married,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,52,0,492,393,13,0,No
1907,3,Divorced,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,64,1,799,1477,21,1,Yes
701,1,Married,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,43,0,543,1179,16,1,Yes
3856,1,Together,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,0,940,1005,22,0,No
4149,4,Together,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,66,0,207,1348,20,0,No
2131,4,Divorced,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,55,1,706,1307,19,0,No
2942,1,Single,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,50,1,519,486,13,1,Yes
1173,3,Together,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,67,0,429,2252,12,3,Yes
4381,4,Married,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,43,0,475,235,10,0,No
4611,1,Together,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,44,0,684,1724,30,3,Yes
3376,3,Divorced,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,44,1,358,235,10,0,No
4679,3,Married,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,37,0,197,1092,25,0,No
10928,1,Together,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,56,0,446,599,15,0,No
4248,3,Single,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,1,292,2008,19,1,Yes
6728,1,Together,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,29,0,831,48,4,0,No
6661,1,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,40,0,728,1174,27,0,No
4725,4,Together,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,64,0,237,67,6,0,No
3277,1,Divorced,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,59,1,1003,365,13,0,No
5555,1,Divorced,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,157,6,0,0,No
2564,1,Together,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,61,0,249,165,8,0,No
946,2,Together,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,0,805,210,9,0,No
3867,4,Together,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,67,0,462,1095,25,0,No
6940,4,Single,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,48,1,411,223,8,1,Yes
55,1,Together,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,51,0,877,597,18,0,No
7093,1,Married,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,0,387,22,3,0,No
5084,1,Widow,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,39,1,346,1064,23,0,No
1777,0,Married,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,34,0,880,74,5,0,No
8162,3,Together,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,58,0,704,26,4,0,No
10826,1,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,55,0,708,60,4,0,No
8754,4,Together,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,40,0,569,20,3,0,No
1987,0,Single,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,27,1,437,59,5,0,No
11007,4,Married,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,46,0,457,34,4,0,No
7426,2,Married,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,43,0,513,198,9,0,No
9153,4,Married,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,50,0,495,1048,25,0,No
10379,3,Single,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,52,1,482,574,16,0,No
9204,1,Widow,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,44,1,727,1029,13,0,No
3197,1,Married,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,34,0,355,670,18,0,No
2920,4,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,1,1059,990,14,0,No
6961,1,Married,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,40,0,198,11,3,0,No
4673,4,Married,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,51,0,767,1241,18,2,Yes
9937,1,Single,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,35,1,308,576,16,0,No
8779,2,Married,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,29,0,538,172,8,2,Yes
9596,4,Single,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,34,1,348,664,19,0,No
2891,1,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,1,414,928,21,0,No
4910,1,Divorced,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,47,1,828,2074,29,0,No
75,2,Together,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,32,0,499,467,14,0,No
10120,1,Together,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,59,0,408,257,10,0,No
6327,1,Together,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,47,0,352,1146,16,0,No
10142,4,Divorced,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,38,1,521,689,18,0,No
9826,4,Single,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,42,1,727,2114,21,1,Yes
1501,4,Married,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,32,0,972,1717,29,0,No
10767,4,Together,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,25,0,204,1346,20,2,Yes
7279,4,Together,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,45,0,432,1044,14,0,No
7230,4,Divorced,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,54,1,970,493,16,2,Yes
143,1,Single,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,44,1,468,957,12,0,No
450,3,Together,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,56,0,364,270,9,0,No
9316,0,Together,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,62,0,663,29,4,0,No
6379,3,Widow,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,65,1,556,121,6,1,Yes
9239,3,Married,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,53,0,498,126,7,0,No
8315,1,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,19,1,255,23,3,0,No
2868,4,Single,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,65,1,489,57,5,1,Yes
10888,1,Single,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,53,1,635,636,18,0,No
1277,1,Together,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,54,0,93,1004,27,1,Yes
9977,1,Divorced,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,41,1,445,734,17,0,No
10196,1,Married,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,36,0,3,614,18,0,No
6384,1,Divorced,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,36,1,34,1453,18,1,Yes
8029,3,Single,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,26,1,221,1621,14,4,Yes
968,3,Divorced,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,46,1,345,187,9,0,No
6988,1,Married,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,0,431,1443,20,2,Yes
4472,4,Divorced,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,44,1,162,57,5,0,No
6991,1,Divorced,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,63,1,428,637,18,0,No
3336,4,Together,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,66,0,380,948,11,1,Yes
4301,3,Married,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,0,431,59,4,2,Yes
1940,1,Married,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,28,0,364,18,3,0,No
1272,3,Single,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,49,1,776,903,22,0,No
1388,1,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,39,1,654,112,6,0,No
1044,1,Together,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,61,0,571,596,17,0,No
6969,1,Together,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,32,0,516,233,10,0,No
10479,4,Married,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,39,0,877,1511,10,0,No
3619,2,Divorced,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,54,1,804,1152,16,2,Yes
1715,1,Together,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,36,0,399,48,5,0,No
10159,1,Divorced,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,44,1,615,1185,25,0,No
1463,1,Single,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,56,1,252,21,3,0,No
5114,3,Married,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,49,0,717,965,14,0,No
4990,1,Married,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,60,0,669,869,20,0,No
4329,4,Married,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,30,0,197,16,4,0,No
10936,1,Married,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,49,0,661,1947,15,0,No
4692,1,Married,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,38,0,1063,71,7,2,Yes
7212,1,Married,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,48,0,122,65,5,0,No
6086,1,Married,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,59,0,378,1380,23,1,Yes
437,3,Divorced,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,38,1,315,1027,22,0,No
11171,3,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,49,0,391,411,14,0,No
11101,1,Together,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,23,0,600,836,25,1,Yes
5329,4,Divorced,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,65,1,435,11,3,0,No
610,4,Together,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,61,0,881,480,15,0,No
9384,1,Married,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,36,0,365,606,16,0,No
